,date,id,user_id,user_login,user_name,game_id,game_name,title,viewer_count,started_at,language,thumbnail_url,tag_ids,description,profile_image_url,total_view_count,created_at,video_url,video_published_at
0,20210410,42272915246,190835892,lck_korea,LCK_Korea,21779,League of Legends,2021 LCK 스프링 결승 ㅣ DK vs GEN,96632,2021-04-10T07:10:18Z,ko,https://static-cdn.jtvnw.net/previews-ttv/live_user_lck_korea-600x430.jpg,ab2975e3-b9ca-4b1a-a93e-fb61a5d5c3a4&tag_id=36a89a80-4fcd-4b74-b3d2-2c6fd9b30c95,LCK 트위치 공식 중계 채널입니다. 더 많은 정보는 LCK 소셜 미디어에서 확인하세요. ,https://static-cdn.jtvnw.net/jtv_user_pictures/7a701887-d5fa-4ee8-b277-766d37d3df4b-profile_image-300x300.png,255054001,2018-01-15T01:40:09.577844Z,https://www.twitch.tv/videos/982190068,2021-04-10T07:10:27Z
1,20210410,41372095885,124425501,lck,LCK,21779,League of Legends,DK vs GENㅣ2021 LCK Spring Split Finals,58883,2021-04-10T06:39:44Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_lck-600x430.jpg,36a89a80-4fcd-4b74-b3d2-2c6fd9b30c95&tag_id=6ea6bca4-4712-4ab9-a906-e3336a9d8039,"For more information, schedules and stats head to the LCK's social media.",https://static-cdn.jtvnw.net/jtv_user_pictures/04b097ac-9a71-409e-b30e-570175b39caf-profile_image-300x300.png,111058329,2016-05-16T18:35:22.08304Z,https://www.twitch.tv/videos/982175904,2021-04-10T06:39:53Z
2,20210410,42252100398,40934651,ludwig,ludwig,516575,VALORANT,DAY 26 | !SUBATHON !GIFTCAP,40794,2021-04-08T08:49:34Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_ludwig-600x430.jpg,6ea6bca4-4712-4ab9-a906-e3336a9d8039,x,https://static-cdn.jtvnw.net/jtv_user_pictures/bde8aaf5-35d4-4503-9797-842401da900f-profile_image-300x300.png,74232285,2013-03-03T07:40:24.490671Z,https://www.twitch.tv/videos/1000828261,2021-04-25T20:14:36Z
3,20210410,42272872814,35739604,rekkles,Rekkles,21779,League of Legends,Rekkles,22265,2021-04-10T07:02:33Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_rekkles-600x430.jpg,c2839af5-f1d2-46c4-8edc-1d0bfbd85070&tag_id=6ea6bca4-4712-4ab9-a906-e3336a9d8039,The KING in the North (& @G2esports),https://static-cdn.jtvnw.net/jtv_user_pictures/b4c1081a-550d-4055-b889-9d984e5b2596-profile_image-300x300.png,30143417,2012-08-26T15:13:56.651067Z,https://www.twitch.tv/videos/982186648,2021-04-10T07:02:43Z
4,20210410,41371528685,104833324,riotgamesjp,RiotGamesJP,21779,League of Legends,LJL 2021 Spring Split Playoffs Round 3｜Rascal Jester  vs  V3 Esports [BO5],18896,2021-04-10T05:17:53Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_riotgamesjp-600x430.jpg,36a89a80-4fcd-4b74-b3d2-2c6fd9b30c95&tag_id=6ba1d230-e52f-4d81-b1e0-41f25a8a9f5d,Riot Games Japanの公式チャンネルへようこそ！,https://static-cdn.jtvnw.net/jtv_user_pictures/5265df94-fc97-4263-aec3-44cb9f4cdbad-profile_image-300x300.png,40876761,2015-10-21T04:32:05.637207Z,https://www.twitch.tv/videos/992909682,2021-04-19T03:37:01Z
5,20210410,42268661502,125387632,amouranth,Amouranth,509658,Just Chatting,💦🍑HOT TUB BIKINI TRY ON🍑💦SHAMELESS💦4K 💦!IG: amouranth 💦 !socials,18544,2021-04-09T22:46:31Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_amouranth-600x430.jpg,6ea6bca4-4712-4ab9-a906-e3336a9d8039,"Welcome to my stream! My name is Amouranth and I love being myself (crazy, weird, a bit cringe) and making art! I cosplay, paint, draw, play games badly (dance worse), and sing too much. Nice to meet you and welcome to my community!",https://static-cdn.jtvnw.net/jtv_user_pictures/f8af1f4e-43bc-41c8-85c4-14e07bd1450f-profile_image-300x300.png,202104913,2016-05-29T05:04:11.513045Z,https://www.twitch.tv/videos/996884351,2021-04-22T17:51:55Z
6,20210410,41370841277,71190292,trainwreckstv,Trainwreckstv,509658,Just Chatting,#SCUFFEDPod 135 - Powered By CashApp - code TWITCHTV for $10 | !twitter | !youtube | !podcast,18463,2021-04-10T04:11:59Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_trainwreckstv-600x430.jpg,6ea6bca4-4712-4ab9-a906-e3336a9d8039,squadW always,https://static-cdn.jtvnw.net/jtv_user_pictures/1f47965f-7961-4b64-ad6f-71808d7d7fe9-profile_image-300x300.png,44416718,2014-09-14T10:21:57.602096Z,https://www.twitch.tv/videos/1000072207,2021-04-25T03:51:00Z
7,20210410,41372435293,146549780,lol_woolf,울프,21779,League of Legends,울챔스 FANIL / DK vs GEN,18277,2021-04-10T07:44:07Z,ko,https://static-cdn.jtvnw.net/previews-ttv/live_user_lol_woolf-600x430.jpg,ab2975e3-b9ca-4b1a-a93e-fb61a5d5c3a4,T1의 인플루언서 이자 방송인으로서 활동하고있는 울프 이재완입니다.방송시간 : LCK 시즌 - 1라운드 수목금토일 4시 30분 / 2라운드 목금토일 4시 30분     비즈니스 및 문의메일 : Wolf@t1.gg,https://static-cdn.jtvnw.net/jtv_user_pictures/4720b1b4-16a3-4eed-aac5-fd36ced3b789-profile_image-300x300.png,17551094,2017-01-31T14:21:14.313034Z,https://www.twitch.tv/videos/1000024988,2021-04-25T02:58:33Z
8,20210410,42271788286,132083317,tapl,TapL,27471,Minecraft,"CHAD VIBES, ABSOLUTE JAMMERS - PREDICTIONS ENABLED",16334,2021-04-10T04:19:50Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_tapl-600x430.jpg,6ea6bca4-4712-4ab9-a906-e3336a9d8039&tag_id=81df4005-f654-40b2-9fc0-9fd767bc8e3e&tag_id=1eba3cfe-51cc-460a-8259-bc8bb987f904&tag_id=8bbdb07d-df18-4f82-a928-04a9003e9a7e,minecraft ,https://static-cdn.jtvnw.net/jtv_user_pictures/2525fce0-cc5a-4b83-b0a0-55f04f70b3ec-profile_image-300x300.png,3634700,2016-08-13T09:04:53.816546Z,https://www.twitch.tv/videos/999065255,2021-04-24T11:40:37Z
9,20210410,42272400830,143917159,indiefoxx,Indiefoxx,509658,Just Chatting,💓BAN QUEEN IS BACK!! HYPE💓 1080P💓IG: indiefoxx.tv💓!socials  !yt,13947,2021-04-10T05:49:42Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_indiefoxx-600x430.jpg,6ea6bca4-4712-4ab9-a906-e3336a9d8039,"Your trusted source of all things Indie: music, games, & lifestyle. ",https://static-cdn.jtvnw.net/jtv_user_pictures/8c88950e-0e32-436d-bce5-d80be8d03799-profile_image-300x300.png,25506200,2017-01-05T20:59:41.87323Z,https://www.twitch.tv/videos/994137524,2021-04-20T07:56:57Z
10,20210410,41372229277,26513896,imls,imls,21779,League of Legends,T1 LS| Damwon vs GenG FINALS #LCKCoStream !T1Shop !Patreon 11.7 Tierlists !nordvpn !blitz !phemex,12372,2021-04-10T07:05:15Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_imls-600x430.jpg,6ea6bca4-4712-4ab9-a906-e3336a9d8039,I'm LS.,https://static-cdn.jtvnw.net/jtv_user_pictures/fffbdede-9c59-44a1-a7d7-c01d7154cbe8-profile_image-300x300.png,30112921,2011-12-02T19:14:29.987952Z,https://www.twitch.tv/videos/994408410,2021-04-20T16:09:57Z
11,20210410,41370487197,239338189,twitchrivals_kr,twitchrivals_kr,491487,Dead by Daylight,트위치 라이벌스 코리아: Dead by Daylight [ALL-KILL],12206,2021-04-10T03:45:00Z,ko,https://static-cdn.jtvnw.net/previews-ttv/live_user_twitchrivals_kr-600x430.jpg,36a89a80-4fcd-4b74-b3d2-2c6fd9b30c95&tag_id=ab2975e3-b9ca-4b1a-a93e-fb61a5d5c3a4&tag_id=2a14b52e-d459-4c92-be11-5d86b898f6b6,,https://static-cdn.jtvnw.net/jtv_user_pictures/87d70167-68cb-4eb6-8678-224a7b5efe0b-profile_image-300x300.png,3001939,2018-07-17T08:40:10.266409Z,https://www.twitch.tv/videos/982056924,2021-04-10T03:45:19Z
12,20210410,41368519837,19571641,ninja,Ninja,21779,League of Legends,Hybrid/AP varus tonight or feed,12114,2021-04-10T01:43:06Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_ninja-600x430.jpg,6ea6bca4-4712-4ab9-a906-e3336a9d8039,,https://static-cdn.jtvnw.net/jtv_user_pictures/cef31105-8a6e-4211-a74b-2f0bbd9791fb-profile_image-300x300.png,535057664,2011-01-16T04:31:20.024666Z,https://www.twitch.tv/videos/1000717891,2021-04-25T18:47:47Z
13,20210410,42271657646,127718836,sal_gu,살인마협회장,491487,Dead by Daylight,데바데 트위치 라이벌스 대회 C조,12075,2021-04-10T04:03:31Z,ko,https://static-cdn.jtvnw.net/previews-ttv/live_user_sal_gu-600x430.jpg,ab2975e3-b9ca-4b1a-a93e-fb61a5d5c3a4,안녕하세요. 데드바이데이라이트를 비롯한 공포게임 및 각종 생존게임 전문 방송 채널을 운영하고 있는 살구입니다.,https://static-cdn.jtvnw.net/jtv_user_pictures/dd94bf40-d6a4-42cb-b9fe-1f2ee118736a-profile_image-300x300.png,24989841,2016-06-25T19:01:16.284379Z,https://www.twitch.tv/videos/1000286159,2021-04-25T10:31:56Z
14,20210410,41367741885,28564152,whippy,Whippy,32982,Grand Theft Auto V,ROBBING PALETO BANK Nopixel | !honey | !merch | !meta | NordVPN | twitter.com/whippynotpoopy | !newvid,10516,2021-04-10T00:59:35Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_whippy-600x430.jpg,6ea6bca4-4712-4ab9-a906-e3336a9d8039&tag_id=0cb7e377-a308-44e8-91f7-07eea1d96129,"I'm an Australian GTA 5 Roleplay streamer, I play Irwin Dundee, Officer Crocodile Steve and other characters on the popular server NoPixel.net.",https://static-cdn.jtvnw.net/jtv_user_pictures/3ffb7125-e69a-4c04-bf6d-a1eda07a9ebb-profile_image-300x300.png,8035382,2012-02-27T09:07:59.352949Z,https://www.twitch.tv/videos/999899767,2021-04-25T00:59:43Z
15,20210410,42263877294,40972890,admiralbahroo,AdmiralBahroo,489767,XCOM 2,!giftcap You control how long we go today. !docket,10486,2021-04-09T15:02:58Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_admiralbahroo-600x430.jpg,6ea6bca4-4712-4ab9-a906-e3336a9d8039,I play the games and attempt to be funny.,https://static-cdn.jtvnw.net/jtv_user_pictures/06053ff1-17a1-4ba8-8e8e-bda2071aa5af-profile_image-300x300.png,72467847,2013-03-04T08:13:40.72487Z,https://www.twitch.tv/videos/1000473346,2021-04-25T15:02:21Z
